[15:21:26]  <ipython-input-2-09f797b7f757> :: INFO : Analysis started
[16:54:13]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OS1Aligned.out.bam 
[16:54:47]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OS2Aligned.out.bam 
[16:55:23]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OS3Aligned.out.bam 
[16:55:56]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OT1Aligned.out.bam 
[16:56:30]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OT2Aligned.out.bam 
[16:56:54]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OT3Aligned.out.bam 
[16:57:21]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OU1Aligned.out.bam 
[16:57:56]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OU2Aligned.out.bam 
[16:58:22]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OU3Aligned.out.bam 
[16:59:01]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OV1Aligned.out.bam 
[16:59:39]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OV2Aligned.out.bam 
[17:00:15]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OV3Aligned.out.bam 
[17:00:41]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OW1Aligned.out.bam 
[17:01:16]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OW2Aligned.out.bam 
[17:01:47]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OW3Aligned.out.bam 
[17:02:20]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OX1Aligned.out.bam 
[17:02:54]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OX2Aligned.out.bam 
[17:03:32]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OX3Aligned.out.bam 
[17:03:32]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GA1Aligned.out_sorted.bam 
[17:03:32]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GA2Aligned.out_sorted.bam 
[17:03:32]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GA3Aligned.out_sorted.bam 
[17:03:32]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GB1Aligned.out_sorted.bam 
[17:03:32]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GB2Aligned.out_sorted.bam 
[17:03:32]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GB3Aligned.out_sorted.bam 
[17:03:32]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GC1Aligned.out_sorted.bam 
[17:03:32]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GC2Aligned.out_sorted.bam 
[17:03:32]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GC3Aligned.out_sorted.bam 
[17:03:33]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GD1Aligned.out_sorted.bam 
[17:03:33]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GD2Aligned.out_sorted.bam 
[17:03:33]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GD3Aligned.out_sorted.bam 
[17:03:33]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GE1Aligned.out_sorted.bam 
[17:03:33]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GE2Aligned.out_sorted.bam 
[17:03:33]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GE3Aligned.out_sorted.bam 
[17:03:33]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GF1Aligned.out_sorted.bam 
[17:03:33]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GF2Aligned.out_sorted.bam 
[17:03:33]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GF3Aligned.out_sorted.bam 
[17:03:33]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GG1Aligned.out_sorted.bam 
[17:03:33]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GG2Aligned.out_sorted.bam 
[17:03:33]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GG3Aligned.out_sorted.bam 
[17:03:33]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GH1Aligned.out_sorted.bam 
[17:03:33]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GH2Aligned.out_sorted.bam 
[17:03:33]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GH3Aligned.out_sorted.bam 
[17:03:34]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GI1Aligned.out_sorted.bam 
[17:03:34]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GI2Aligned.out_sorted.bam 
[17:03:34]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GI3Aligned.out_sorted.bam 
[17:03:34]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GJ1Aligned.out_sorted.bam 
[17:03:34]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GJ2Aligned.out_sorted.bam 
[17:03:34]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GJ3Aligned.out_sorted.bam 
[17:03:34]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GK1Aligned.out_sorted.bam 
[17:03:34]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GK2Aligned.out_sorted.bam 
[17:03:34]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GK3Aligned.out_sorted.bam 
[17:03:34]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GL1Aligned.out_sorted.bam 
[17:03:34]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GL2Aligned.out_sorted.bam 
[17:03:34]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GL3Aligned.out_sorted.bam 
[17:03:34]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GM1Aligned.out_sorted.bam 
[17:03:34]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GM2Aligned.out_sorted.bam 
[17:03:34]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GM3Aligned.out_sorted.bam 
[17:03:34]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GN1Aligned.out_sorted.bam 
[17:03:34]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GN2Aligned.out_sorted.bam 
[17:03:35]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GN3Aligned.out_sorted.bam 
[17:03:35]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GO1Aligned.out_sorted.bam 
[17:03:35]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GO2Aligned.out_sorted.bam 
[17:03:35]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GO3Aligned.out_sorted.bam 
[17:03:35]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GP1Aligned.out_sorted.bam 
[17:03:35]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GP2Aligned.out_sorted.bam 
[17:03:35]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GP3Aligned.out_sorted.bam 
[17:03:35]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GQ1Aligned.out_sorted.bam 
[17:03:35]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GQ2Aligned.out_sorted.bam 
[17:03:35]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GQ3Aligned.out_sorted.bam 
[17:03:35]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GR1Aligned.out_sorted.bam 
[17:03:35]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GR2Aligned.out_sorted.bam 
[17:03:35]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GR3Aligned.out_sorted.bam 
[17:03:35]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GS1Aligned.out_sorted.bam 
[17:03:35]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GS2Aligned.out_sorted.bam 
[17:03:35]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GS3Aligned.out_sorted.bam 
[17:03:35]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GT1Aligned.out_sorted.bam 
[17:03:36]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GT2Aligned.out_sorted.bam 
[17:03:36]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GT3Aligned.out_sorted.bam 
[17:03:36]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GU1Aligned.out_sorted.bam 
[17:03:36]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GU2Aligned.out_sorted.bam 
[17:03:36]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GU3Aligned.out_sorted.bam 
[17:03:36]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GV1Aligned.out_sorted.bam 
[17:03:36]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GV2Aligned.out_sorted.bam 
[17:03:36]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GV3Aligned.out_sorted.bam 
[17:03:36]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GW1Aligned.out_sorted.bam 
[17:03:36]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GW2Aligned.out_sorted.bam 
[17:03:36]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GW3Aligned.out_sorted.bam 
[17:03:36]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GX1Aligned.out_sorted.bam 
[17:03:36]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GX2Aligned.out_sorted.bam 
[17:03:36]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GX3Aligned.out_sorted.bam 
[17:03:36]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OA1Aligned.out_sorted.bam 
[17:03:36]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OA2Aligned.out_sorted.bam 
[17:03:36]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OA3Aligned.out_sorted.bam 
[17:03:37]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OB1Aligned.out_sorted.bam 
[17:03:37]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OB2Aligned.out_sorted.bam 
[17:03:37]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OB3Aligned.out_sorted.bam 
[17:03:37]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OC1Aligned.out_sorted.bam 
[17:03:37]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OC2Aligned.out_sorted.bam 
[17:03:37]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OC3Aligned.out_sorted.bam 
[17:03:37]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OD1Aligned.out_sorted.bam 
[17:03:37]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OD2Aligned.out_sorted.bam 
[17:03:37]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OD3Aligned.out_sorted.bam 
[17:03:37]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OE1Aligned.out_sorted.bam 
[17:03:37]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OE2Aligned.out_sorted.bam 
[17:03:37]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OE3Aligned.out_sorted.bam 
[17:03:37]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OF1Aligned.out_sorted.bam 
[17:03:37]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OF2Aligned.out_sorted.bam 
[17:03:37]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OF3Aligned.out_sorted.bam 
[17:03:37]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OG1Aligned.out_sorted.bam 
[17:03:38]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OG2Aligned.out_sorted.bam 
[17:03:38]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OG3Aligned.out_sorted.bam 
[17:03:38]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OH1Aligned.out_sorted.bam 
[17:03:38]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OH2Aligned.out_sorted.bam 
[17:03:38]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OH3Aligned.out_sorted.bam 
[17:03:38]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OI1Aligned.out_sorted.bam 
[17:03:38]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OI2Aligned.out_sorted.bam 
[17:03:38]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OI3Aligned.out_sorted.bam 
[17:03:38]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OJ1Aligned.out_sorted.bam 
[17:03:38]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OJ2Aligned.out_sorted.bam 
[17:03:38]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OJ3Aligned.out_sorted.bam 
[17:03:38]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OK1Aligned.out_sorted.bam 
[17:03:38]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OK2Aligned.out_sorted.bam 
[17:03:38]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OK3Aligned.out_sorted.bam 
[17:03:38]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OL1Aligned.out_sorted.bam 
[17:03:38]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OL2Aligned.out_sorted.bam 
[17:03:39]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OL3Aligned.out_sorted.bam 
[17:03:39]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OM1Aligned.out_sorted.bam 
[17:03:39]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OM2Aligned.out_sorted.bam 
[17:03:39]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OM3Aligned.out_sorted.bam 
[17:03:39]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/ON1Aligned.out_sorted.bam 
[17:03:39]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/ON2Aligned.out_sorted.bam 
[17:03:39]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/ON3Aligned.out_sorted.bam 
[17:03:39]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OO1Aligned.out_sorted.bam 
[17:03:39]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OO2Aligned.out_sorted.bam 
[17:03:39]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OO3Aligned.out_sorted.bam 
[17:03:39]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OP1Aligned.out_sorted.bam 
[17:03:39]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OP2Aligned.out_sorted.bam 
[17:03:39]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OP3Aligned.out_sorted.bam 
[17:03:39]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OQ1Aligned.out_sorted.bam 
[17:03:39]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OQ2Aligned.out_sorted.bam 
[17:03:40]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OQ3Aligned.out_sorted.bam 
[17:03:40]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OR1Aligned.out_sorted.bam 
[17:03:40]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OR2Aligned.out_sorted.bam 
[17:03:40]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OR3Aligned.out_sorted.bam 
[17:03:40]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OS1Aligned.out_sorted.bam 
[17:03:40]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OS2Aligned.out_sorted.bam 
[17:03:40]  pyseqrna_stats :: INFO : Bam Indexing completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OS3Aligned.out_sorted.bam 
